invoice_line_no,date,store_id,item_id,sale_bottles,sale_liters,sale_dollars,state_bottle_cost,state_bottle_retail,cogs,gross_margin,margin_pct,is_return,has_cost
INV-200232,2026-04-07,2648,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200233,2026-07-24,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200234,2026-06-23,4829,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200235,2026-06-17,2633,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-200236,2026-02-15,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200237,2026-06-16,2633,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200238,2026-07-14,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200239,2026-03-29,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200240,2026-05-19,2648,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200241,2026-05-31,2190,77779,8,3.0,96.8,11.0,12.1,88.0,8.799999999999997,0.09090909090909088,False,True
INV-200242,2026-02-17,5102,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200243,2026-06-15,2648,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200244,2026-01-30,2501,11788,9,15.75,131.67,9.75,14.63,87.75,43.91999999999999,0.3335611756664388,False,True
INV-200245,2026-07-03,4829,26827,8,6.0,150.0,12.5,18.75,100.0,50.0,0.3333333333333333,False,True
INV-200246,2026-02-10,4829,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-200247,2026-04-22,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200248,2026-03-14,2501,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200249,2026-04-02,2501,26827,8,6.0,150.0,12.5,18.75,100.0,50.0,0.3333333333333333,False,True
INV-200250,2026-05-14,2648,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200251,2026-04-20,2633,64866,4,3.0,149.96,,37.49,,,,False,False
INV-200252,2026-07-28,2190,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200253,2026-02-02,4829,19067,9,6.75,242.91,17.99,26.99,161.91,81.0,0.33345683586513525,False,True
INV-200254,2026-07-08,2501,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200255,2026-04-15,2633,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-200256,2026-02-22,2648,77779,20,7.5,242.0,11.0,12.1,220.0,22.0,0.09090909090909091,False,True
INV-200257,2026-05-17,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200258,2026-02-26,2648,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200259,2026-03-16,5102,77779,35,13.12,423.5,11.0,12.1,385.0,38.5,0.09090909090909091,False,True
INV-200260,2026-04-30,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200261,2026-06-24,2648,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200262,2026-02-19,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200263,2026-03-30,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200264,2026-07-02,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200265,2026-03-23,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200266,2026-02-17,5102,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200267,2026-05-04,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200268,2026-02-06,4829,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200269,2026-06-07,5102,43336,12,9.0,148.56,8.25,12.38,99.0,49.56,0.3336025848142165,False,True
INV-200270,2026-07-02,2190,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200271,2026-01-31,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200272,2026-02-07,2648,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-200273,2026-04-25,2190,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200274,2026-03-21,2648,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200275,2026-07-17,5102,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200276,2026-06-09,2648,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-200277,2026-07-16,2190,64866,9,6.75,337.41,24.99,37.49,224.91,112.50000000000003,0.3334222459322487,False,True
INV-200278,2026-07-21,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200279,2026-03-11,4829,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200280,2026-04-18,2190,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-200281,2026-02-17,3385,77779,-12,-4.5,-145.2,11.0,12.1,-132.0,-13.199999999999989,0.09090909090909084,True,True
INV-200282,2026-06-03,2633,77779,7,2.62,84.7,11.0,12.1,77.0,7.700000000000003,0.09090909090909094,False,True
INV-200283,2026-04-20,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200284,2026-06-26,3385,19067,-3,-2.25,-80.97,17.99,26.99,-53.97,-27.0,0.33345683586513525,True,True
INV-200285,2026-02-15,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200286,2026-06-24,2190,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200287,2026-04-06,2648,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200288,2026-05-01,2648,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200289,2026-02-14,5102,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200290,2026-06-27,4829,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200291,2026-02-14,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200292,2026-06-05,2190,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-200293,2026-04-02,5102,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-200294,2026-02-12,3385,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200295,2026-02-23,2648,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200296,2026-06-16,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200297,2026-05-16,3385,35918,9,15.75,121.41,8.99,13.49,80.91,40.5,0.3335804299481097,False,True
INV-200298,2026-01-31,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200299,2026-06-28,2633,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200300,2026-04-21,5102,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200301,2026-04-09,5102,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200302,2026-06-01,5102,64866,19,14.25,712.31,24.99,37.49,474.80999999999995,237.5,0.3334222459322486,False,True
INV-200303,2026-02-15,2501,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200304,2026-02-04,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200305,2026-05-30,3385,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-200306,2026-04-07,3385,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-200307,2026-04-19,2648,11788,14,24.5,204.82,9.75,14.63,136.5,68.32,0.3335611756664388,False,True
INV-200308,2026-01-30,2501,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200309,2026-05-03,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200310,2026-04-14,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200311,2026-07-23,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200312,2026-07-05,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200313,2026-04-13,5102,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200314,2026-05-08,3385,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200315,2026-07-19,2648,35918,6,10.5,80.94,8.99,13.49,53.94,27.0,0.3335804299481097,False,True
INV-200316,2026-03-13,2633,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-200317,2026-07-12,4829,36308,7,7.0,47.25,4.5,6.75,31.5,15.75,0.3333333333333333,False,True
INV-200318,2026-07-02,2633,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-200319,2026-03-30,2501,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200320,2026-04-05,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200321,2026-06-22,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200322,2026-02-25,2501,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200323,2026-05-16,2648,36308,10,10.0,67.5,4.5,6.75,45.0,22.5,0.3333333333333333,False,True
INV-200324,2026-07-25,3385,64866,7,5.25,262.43,24.99,37.49,174.92999999999998,87.50000000000003,0.3334222459322487,False,True
INV-200325,2026-02-07,2648,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-200326,2026-02-03,5102,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-200327,2026-04-06,5102,77779,6,2.25,72.6,11.0,12.1,66.0,6.599999999999994,0.09090909090909084,False,True
INV-200328,2026-03-27,5102,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200329,2026-06-12,2648,64866,7,5.25,262.43,24.99,37.49,174.92999999999998,87.50000000000003,0.3334222459322487,False,True
INV-200330,2026-05-11,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200331,2026-02-16,5102,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200332,2026-04-13,5102,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200333,2026-07-25,2501,36308,11,11.0,74.25,4.5,6.75,49.5,24.75,0.3333333333333333,False,True
INV-200334,2026-04-17,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200335,2026-05-24,3385,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-200336,2026-06-16,2633,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-200337,2026-05-06,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200338,2026-06-01,3385,64866,6,4.5,224.94,24.99,37.49,149.94,75.0,0.3334222459322486,False,True
INV-200339,2026-03-29,2633,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200340,2026-03-19,2501,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-200341,2026-03-21,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200342,2026-04-30,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200343,2026-02-16,3385,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200344,2026-03-31,2648,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200345,2026-04-24,2190,36308,7,7.0,47.25,4.5,6.75,31.5,15.75,0.3333333333333333,False,True
INV-200346,2026-05-05,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200347,2026-05-05,4829,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200348,2026-05-21,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-200349,2026-05-09,2633,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-200350,2026-06-18,5102,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-200351,2026-04-02,5102,11788,8,14.0,117.04,9.75,14.63,78.0,39.040000000000006,0.33356117566643884,False,True
INV-200352,2026-02-05,5102,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200353,2026-04-13,5102,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200354,2026-03-17,4829,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-200355,2026-07-19,2501,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200356,2026-07-24,2648,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200357,2026-07-10,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200358,2026-02-01,4829,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-200359,2026-06-07,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200360,2026-07-07,2633,77779,12,4.5,145.2,11.0,12.1,132.0,13.199999999999989,0.09090909090909084,False,True
INV-200361,2026-07-19,2633,11788,32,56.0,468.16,9.75,14.63,312.0,156.16000000000003,0.33356117566643884,False,True
INV-200362,2026-05-21,2633,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200363,2026-06-01,2633,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200364,2026-04-21,5102,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200365,2026-04-27,5102,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200366,2026-02-05,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200367,2026-06-08,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200368,2026-02-28,2190,64866,6,4.5,224.94,24.99,37.49,149.94,75.0,0.3334222459322486,False,True
INV-200369,2026-02-18,3385,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200370,2026-06-09,2501,64866,6,4.5,224.94,24.99,37.49,149.94,75.0,0.3334222459322486,False,True
INV-200371,2026-02-23,2633,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-200372,2026-06-25,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200373,2026-06-20,2633,43336,9,6.75,111.42,8.25,12.38,74.25,37.17,0.3336025848142165,False,True
INV-200374,2026-05-18,4829,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200375,2026-06-06,4829,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-200376,2026-06-06,2633,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200377,2026-03-31,2633,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200378,2026-04-28,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200379,2026-04-06,2648,64866,12,9.0,449.88,24.99,37.49,299.88,150.0,0.3334222459322486,False,True
INV-200380,2026-06-29,2501,19067,16,12.0,431.84,17.99,26.99,287.84,144.0,0.33345683586513525,False,True
INV-200381,2026-06-12,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200382,2026-02-14,2633,26827,5,3.75,93.75,12.5,18.75,62.5,31.25,0.3333333333333333,False,True
INV-200383,2026-03-08,3385,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200384,2026-07-02,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200385,2026-07-11,2190,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200386,2026-02-02,3385,19067,-4,-3.0,-107.96,17.99,26.99,-71.96,-36.0,0.33345683586513525,True,True
INV-200387,2026-03-03,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200388,2026-05-04,2501,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200389,2026-03-24,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200390,2026-03-05,2501,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200391,2026-02-02,3385,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-200392,2026-04-30,2501,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200393,2026-07-05,2190,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-200394,2026-05-10,2648,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200395,2026-03-04,5102,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200396,2026-05-22,5102,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-200397,2026-05-24,2633,77779,6,2.25,72.6,11.0,12.1,66.0,6.599999999999994,0.09090909090909084,False,True
INV-200398,2026-03-10,2633,19067,13,9.75,350.87,17.99,26.99,233.86999999999998,117.00000000000003,0.3334568358651353,False,True
INV-200399,2026-03-20,2190,77779,6,2.25,72.6,11.0,12.1,66.0,6.599999999999994,0.09090909090909084,False,True
INV-200400,2026-02-25,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200401,2026-03-30,2633,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200402,2026-04-30,2633,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-200403,2026-06-20,2633,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200404,2026-07-06,2648,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-200405,2026-03-23,2190,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200406,2026-02-06,2648,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-200407,2026-04-10,4829,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-200408,2026-02-03,3385,11788,7,12.25,102.41,9.75,14.63,68.25,34.16,0.3335611756664388,False,True
INV-200409,2026-06-20,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200410,2026-02-05,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200411,2026-02-20,2190,77779,-1,-0.38,-12.1,11.0,12.1,-11.0,-1.0999999999999996,0.09090909090909088,True,True
INV-200412,2026-05-12,2190,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-200413,2026-03-11,5102,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200414,2026-07-14,2501,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-200415,2026-04-14,2190,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200416,2026-03-12,2501,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200417,2026-07-08,2190,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200418,2026-03-22,2190,43336,9,6.75,111.42,8.25,12.38,74.25,37.17,0.3336025848142165,False,True
INV-200419,2026-06-24,5102,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200420,2026-03-13,5102,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200421,2026-03-16,2501,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-200422,2026-05-28,5102,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-200423,2026-04-07,4829,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200424,2026-06-20,2190,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-200425,2026-03-13,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200426,2026-05-02,5102,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200427,2026-02-23,5102,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200428,2026-07-14,2633,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200429,2026-07-27,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200430,2026-06-26,5102,64866,7,5.25,262.43,24.99,37.49,174.92999999999998,87.50000000000003,0.3334222459322487,False,True
INV-200431,2026-05-29,2633,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200432,2026-07-16,2190,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-200433,2026-03-27,4829,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200434,2026-03-02,2190,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200435,2026-07-04,2633,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
