facility_id,facility_name,city,state,county,zip_code,condition,measure_id,measure_name,unit,score,sample_size,footnote_code,suppression_reason,period_start,period_end
240095,Pine Ridge Medical Center,Pine Ridge,KS,Fair,51068,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,366.0,160,,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,Grand Bluff,IL,Cedar,50922,Emergency Department,OP_22,Left without being seen,percent,4.0,1902,,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,Cedar Grove,WI,Grand,51086,Emergency Department,OP_22,Left without being seen,percent,2.8,3865,,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,Grand Rapids,IL,Cedar,52110,Emergency Department,OP_22,Left without being seen,percent,1.5,3960,,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,Grand Ridge,NE,River,50393,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,507.0,809,,,01/01/2025,12/31/2025
260076,River View County Hospital,River View,SD,Pine,51294,Emergency Department,OP_22,Left without being seen,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,Fair Rapids,MO,River,50578,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,66.0,1748,,,01/01/2025,12/31/2025
260004,Elk Haven Medical Center,Elk Haven,NE,Cedar,53783,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,70.0,1699,,,01/01/2025,12/31/2025
430093,River Bluff Health System,River Bluff,IL,Prairie,50583,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,335.0,1838,,,01/01/2025,12/31/2025
160030,Cedar View Health System,Cedar View,IA,North,52312,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
140053,River Grove Regional Medical Center,River Grove,WI,Cedar,51899,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,418.0,3102,,,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,River Ridge,NE,Fair,50465,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,43.0,1005,,,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,Elk Grove,MN,Prairie,50281,Emergency Department,OP_22,Left without being seen,percent,5.9,1109,,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,Elk Ridge,MN,North,52865,Emergency Department,OP_22,Left without being seen,percent,2.5,802,,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,Cedar View,MO,River,52499,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,247.0,1694,,,01/01/2025,12/31/2025
140050,River View Medical Center,River View,KS,Prairie,55257,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,82.0,2809,,,01/01/2025,12/31/2025
140050,River View Medical Center,River View,KS,Prairie,55257,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,231.0,259,,,01/01/2025,12/31/2025
140053,River Grove Regional Medical Center,River Grove,WI,Cedar,51899,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,164.0,4184,,,01/01/2025,12/31/2025
260119,Fair Ridge Health System,Fair Ridge,SD,Pine,50932,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,80.0,3476,,,01/01/2025,12/31/2025
280008,Elk View Health System,Elk View,NE,Cedar,51174,Emergency Department,OP_22,Left without being seen,percent,1.3,2285,,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,Cedar View,MO,River,52499,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,50.0,657,,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,Fair View,SD,Elk,53539,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
160002,Prairie View County Hospital,Prairie View,SD,Cedar,51571,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,77.0,3656,,,01/01/2025,12/31/2025
260109,River Falls County Hospital,River Falls,IL,Grand,50157,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,52.0,2801,,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,Prairie Bluff,IA,Fair,50472,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,192.0,1500,,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,Pine Rapids,MO,Fair,50168,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,46.0,711,,,01/01/2025,12/31/2025
170056,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50608,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,228.0,303,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,Elk View,WI,Grand,50014,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,171.0,570,,,01/01/2025,12/31/2025
240012,Grand Falls Community Hospital,Grand Falls,IA,Cedar,50804,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,Fair Rapids,MN,Fair,51262,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,263.0,3136,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,Cedar Haven,IA,Grand,50710,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,78.0,3528,,,01/01/2025,12/31/2025
160030,Cedar View Health System,Cedar View,IA,North,52312,Emergency Department,OP_22,Left without being seen,percent,5.2,3163,,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,Pine Haven,SD,Prairie,52937,Emergency Department,OP_22,Left without being seen,percent,3.8,3053,,,01/01/2025,12/31/2025
240006,River Grove Medical Center,River Grove,WI,Grand,50411,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,133.0,3548,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,Cedar Haven,IA,Grand,50710,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,River Ridge,NE,Fair,50465,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,242.0,139,,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,Grand Haven,MN,Elk,51296,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,274.0,3931,,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,Pine Falls,IA,Pine,50850,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,197.0,1835,,,01/01/2025,12/31/2025
160073,Grand View County Hospital,Grand View,IA,Elk,50649,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,237.0,606,,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,River Ridge,NE,North,51805,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,70.0,2168,,,01/01/2025,12/31/2025
160102,River Bluff Health System,River Bluff,IL,Pine,52617,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,149.0,2921,,,01/01/2025,12/31/2025
160118,North Falls Health System,North Falls,MO,Cedar,51662,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,213.0,3883,,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,Grand Ridge,MN,River,51781,Emergency Department,OP_22,Left without being seen,percent,6.1,785,,,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,Pine Junction,MO,Elk,50577,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
