invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-200127,04/29/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200128,2026-05-31,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200129,07/11/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-200130,05/17/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,8,96.80 ,3.00
INV-200131,23-Apr-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,1,14.63 ,1.75
INV-200132,2026-02-27,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,51,617.10,19.12
INV-200133,2026-02-17,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200134,2026-05-03,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200135,2026-02-21,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,15,101.25 ,15.00
INV-200136,2026-07-17,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,5,61.90,3.75
INV-200137,2026-04-18,3385,  Sam's Club 8162,Davenport,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,9,$121.41,15.75
INV-200138,05-Mar-2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,3,$36.30,1.12
INV-200139,03/28/2026,2190,"Central City Liquor, Inc.",Des Moines,50310,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,8,96.80,3.00
INV-200140,07/18/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,7,86.66,5.25
INV-200141,2026-06-18,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,4,27.00,4.00
INV-200142,07/20/2026,5102,Corner Tap and Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,4,58.52 ,7.00
INV-200143,2026-05-20,5102,Corner Tap & Bottle,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,12,449.88,9.00
INV-200144,06-Jun-2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-200145,2026-03-01,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-200146,02/16/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-200147,2026-03-14,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,3,36.30 ,1.12
INV-200148,2026-05-15,2648,  Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,5,$33.75,5.00
INV-200149,2026-05-09,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,2,$29.26,3.50
INV-200150,2026-05-10,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-200151,2026-04-19,2190,"Central City Liquor, Inc.",Des Moines,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-200152,01-Feb-2026,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-200153,2026-04-20,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-200154,05/12/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-200155,2026-02-13,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-200156,04/25/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,6,$224.94,4.50
INV-200157,2026-05-01,5102,Corner Tap and Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,5,$33.75,5.00
INV-200158,06/16/2026,4829,  Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-200159,2026-02-25,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,5,60.50,1.88
INV-200160,05/01/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,4,48.40,1.50
INV-200161,04/05/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-200162,2026-07-07,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200163,04/17/2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-200164,2026-05-03,2648,  Wilkie Liquors,Iowa City,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,10,134.90,17.50
INV-200165,2026-04-07,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,2,37.50 ,1.50
INV-200166,15-Jun-2026,2190,Central City Liquor INC,DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,11,206.25,8.25
INV-200167,07/24/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-200168,2026-04-17,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-200169,24-Jul-2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,12,225.00,9.00
INV-200170,03/06/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,2,74.98 ,1.50
INV-200171,05/19/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,2,37.50 ,1.50
INV-200172,04/16/2026,2190,"CENTRAL CITY LIQUOR, INC.",Des Moines,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,15,101.25,15.00
INV-200173,2026-04-25,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-200174,05/16/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200175,2026-06-25,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,6,74.28 ,4.50
INV-200176,2026-05-23,2190,"CENTRAL CITY LIQUOR, INC.",Des Moines,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200177,2026-04-26,2648,Wilkie Liquors,IOWA CITY,52240.0,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,12,$323.88,9.00
INV-200178,2026-03-07,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-200179,2026-07-20,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-200180,03/17/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,3,$40.47,5.25
INV-200181,07/22/2026,2190,Central City Liquor INC,DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,3,37.14,2.25
INV-200182,05/29/2026,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-200183,05/18/2026,2190,"  Central City Liquor, Inc.",Des Moines,50310,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,7,188.93,5.25
INV-200184,2026-07-25,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200185,30-Mar-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,6,72.60,2.25
INV-200186,11-Mar-2026,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-200187,18-Jul-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,2,29.26 ,3.50
INV-200188,2026-06-16,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-200189,21-Jun-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,5,67.45 ,8.75
INV-200190,2026-07-24,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200191,30-May-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,9,121.41,15.75
INV-200192,07/05/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,10,187.50,7.50
INV-200193,2026-06-24,5102,Corner Tap & Bottle,Ames,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-200194,26-Jul-2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-200195,04/14/2026,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-200196,05/31/2026,5102,  Corner Tap & Bottle,AMES,50010.0,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,6,87.78,10.50
INV-200197,2026-03-26,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-200198,2026-06-29,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,3,37.14 ,2.25
INV-200199,07/14/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,3,$37.14,2.25
INV-200200,07/23/2026,5102,  Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,7,188.93,5.25
INV-200201,2026-07-07,2648,Wilkie Liquors ,Iowa City,52240,JOHNSON,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,8,96.80,3.00
INV-200202,2026-04-05,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-200203,31-May-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,4,48.40 ,1.50
INV-200204,2026-05-21,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-200205,2026-02-22,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,3,$37.14,2.25
INV-200206,05/03/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,3,$40.47,5.25
INV-200207,2026-04-10,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,5,73.15,8.75
INV-200208,02/24/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,4,75.00 ,3.00
INV-200208,02/24/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,4,75.00 ,3.00
INV-200209,2026-07-25,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-200210,2026-07-09,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-200211,2026-04-24,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-200212,28-Mar-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-200213,2026-05-31,5102,Corner Tap & Bottle,Ames,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200214,2026-07-23,2648,Wilkie Liquors ,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,3,20.25 ,3.00
INV-200215,2026-02-04,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,15,562.35,11.25
INV-200216,2026-05-02,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-200217,2026-07-26,5102,Corner Tap and Bottle,AMES,50010,STORY,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,4,48.40 ,1.50
INV-200218,05/10/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,3,$37.14,2.25
INV-200219,02/18/2026,3385,Sam's Club 8162,Davenport,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,1,26.99 ,0.75
INV-200220,02/02/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,11,74.25 ,11.00
INV-200221,26-Mar-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,-16,-193.60,-6.00
INV-200222,07-Apr-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200223,18-Mar-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,-2,-24.76,-1.50
INV-200224,2026-05-16,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-200225,11-Jul-2026,2633,Hometown Foods,Cedar Rapids,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,6,40.50,6.00
INV-200226,02/06/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-200227,2026-05-24,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200228,02/12/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200229,07/03/2026,2501,Hy-Vee #3 / BDI / Des Moines,Des Moines,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-200230,05/14/2026,5102,Corner Tap & Bottle,Ames,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200231,29-Jun-2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,6,224.94,4.50
INV-200232,2026-04-07,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-200233,07/24/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200234,2026-06-23,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,4,48.40,1.50
INV-200235,2026-06-17,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-200236,2026-02-15,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-200237,2026-06-16,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,4,48.40,1.50
INV-200238,14-Jul-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-200239,2026-03-29,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-200240,19-May-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,3,40.47 ,5.25
INV-200241,2026-05-31,2190,Central City Liquor INC,DES MOINES,50310,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,8,96.80 ,3.00
INV-200242,02/17/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,2,$24.76,1.50
INV-200243,06/15/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200244,2026-01-30,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,9,131.67,15.75
INV-200245,03-Jul-2026,4829,Casey's General Store #2879,Ankeny,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-200246,2026-02-10,4829,  Casey's General Store #2879,ANKENY,50021.0,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,6,$161.94,4.50
INV-200247,2026-04-22,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-200248,14-Mar-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,3,$40.47,5.25
INV-200249,2026-04-02,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-200250,05/14/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200251,20-Apr-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,N/A,37.49 ,4,149.96 ,3.00
INV-200252,07/28/2026,2190,Central City Liquor INC,DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200253,02/02/2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,9,$242.91,6.75
INV-200254,2026-07-08,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
